text,label,category
"Congratulations Meera, your leave request has been approved by your manager.",safe,safe_none
"Farhan here from Big Bazaar support. Your replacement request 8252099 is approved, pickup is scheduled tomorrow.",safe,safe_none
Your monthly statement for the HDFC Bank credit card is ready. View it on the official app or https://www.hdfcbank.com,safe,safe_none
"Your Windows license has expired. Allow remote access via AnyDesk so our engineer can fix it. Fee Rs 25,000.",scam,tech_support
"We matched on the matrimony site. I am posted abroad in the army. Please send Rs 25,000 for my leave papers.",scam,romance_matrimonial
Verification pending. Reply with the OTP received from PNB to confirm you are the account holder.,scam,otp_phishing
Your OTP for login is 153148. Do not share this OTP with anyone. - HDFC Bank,safe,safe_none
Aaj shaam ko market chalenge? Sabzi khatam ho gayi hai.,safe,safe_none
"Hi, I am HR from a top company. We have a data entry vacancy, salary 35000 per month. Pay Rs 3,499 security deposit to confirm.",scam,job_investment
"Dear Customer, Rs 75,000 debited from your Kotak Bank A/c XX4521 on 12-08 to VPA grocerystore@okhdfc. Not you? Call the number on your card.",safe,safe_none
"Your UPI mandate for the SIP of Rs 2,500 will be debited on the 5th. No action needed.",safe,safe_none
"Cancer patient bachi ki jaan bachaiye, Rs 2,500 donate karein taskpay01@upi par. Aaj hi zaroorat hai.",scam,charity_donation
ALERT PNB: Debit card will be deactivated in 24 hours. Verify card number and CVV here http://192.168.44.10/netbanking,scam,kyc_bank
This is Narcotics Control Bureau. A parcel in your name contains illegal items. Do not disconnect this call. Join the Skype video verification now.,scam,digital_arrest
"Guaranteed 200% return in 30 days! Invest Rs 3,499 in our crypto plan today. Limited slots.",scam,job_investment
"Stock tips group: aaj hi join karein, 3 din mein paisa double. Guaranteed profit, no loss. Fees Rs 4,999.",scam,job_investment
"Antivirus subscription auto renewed for Rs 25,000. To cancel, call us and install our refund tool.",scam,tech_support
"Save little Aarav, 4 years old, needs urgent heart surgery. Donate any amount to helpaarav@ybl. Please forward to 10 groups.",scam,charity_donation
"Amazon Pay: You paid Rs 48,000 to Kirana Store. UPI Ref 3348219. Thank you.",safe,safe_none
"Congratulations Kavita, your leave request has been approved by your manager.",safe,safe_none
"You are under digital arrest by Customs Department. Transfer Rs 25,000 to the RBI verification account for clearance.",scam,digital_arrest
"Farhan here from Decathlon support. Your replacement request 5381007 is approved, pickup is scheduled tomorrow.",safe,safe_none
574460 is the verification code for your Google Pay account. This code is only for you. We will never call to ask for it.,safe,safe_none
Emergency cash loan approved! Zero interest first month. Click http://tinyurl.com/kyc-updt and allow contacts and gallery access.,scam,loan_app
URGENT: ICICI Bank netbanking suspended. Re-verify your PAN and Aadhaar now: http://rbi-refund.online/claim,scam,kyc_bank
Aapka Canara Bank account KYC pending hai. Jaldi karein warna paisa block ho jayega. Link: http://192.168.44.10/netbanking,scam,kyc_bank
"Meera here from Reliance Fresh support. Your replacement request 2298475 is approved, pickup is scheduled tomorrow.",safe,safe_none
Your Canara Bank account statement for August is attached in the secure inbox at https://cybercrime.gov.in,safe,safe_none
"835519 is your One Time Password for a Amazon Pay transaction of Rs 25,000. Valid for 10 minutes. Never share it.",safe,safe_none
"Part time task job: complete 20 hotel ratings daily and earn Rs 25,000 weekly. Join the telegram group now.",scam,job_investment
"OLX buyer here, I am an army officer, I have sent Rs 1,20,000. Scan this QR code to receive the money.",scam,upi_collect
"Aapka phone hack ho gaya hai. AnyDesk install karke screen share kijiye, hum theek kar denge.",scam,tech_support
"Dear Customer, Rs 4,999 debited from your Bank of Baroda A/c XX4521 on 12-08 to VPA grocerystore@okhdfc. Not you? Call the number on your card.",safe,safe_none
"Paytm: You paid Rs 3,499 to Kirana Store. UPI Ref 3348219. Thank you.",safe,safe_none
"Paytm: Rs 4,999 paid to Apollo Pharmacy. UPI Ref 4569779. Your balance has been updated.",safe,safe_none
"Dear Customer, your Axis Bank account will be blocked within 2 hours due to incomplete KYC. Update immediately at https://icici-rewards.top/claim",scam,kyc_bank
"Cancer patient bachi ki jaan bachaiye, Rs 4,999 donate karein rbi.verify@okicici par. Aaj hi zaroorat hai.",scam,charity_donation
"Dear Customer, Rs 75,000 debited from your PNB A/c XX4521 on 12-08 to VPA grocerystore@okhdfc. Not you? Call the number on your card.",safe,safe_none
Customs has seized a parcel in your name containing narcotics and 5 passports. Join the Skype call with the officer now.,scam,digital_arrest
Zomato: Your refund of Rs 249 has been processed to the original payment method in 3-5 working days.,safe,safe_none
"Your PhonePe autopay for the mobile recharge of Rs 25,000 was successful. Validity extended by 28 days.",safe,safe_none
"Amazon Pay: You paid Rs 1,20,000 to Kirana Store. UPI Ref 3348219. Thank you.",safe,safe_none
"Your UPI mandate for the SIP of Rs 9,850 will be debited on the 5th. No action needed.",safe,safe_none
Warrant issued in your name by Delhi Police Crime Branch. Video call verification is mandatory within 2 hours or the arrest team will reach your home.,scam,digital_arrest
"Hum HDFC Bank se hain, aapke account mein galat paisa aa gaya hai. OTP share kijiye taaki wapas ho sake.",scam,otp_phishing
"Congratulations! You have won Rs 50 Lakh in the Paytm Lucky Draw. Send Rs 48,000 processing fee to claim.",scam,lottery_prize
"Congratulations! You have won Rs 12 Lakh in the PhonePe Lucky Draw. Send Rs 48,000 processing fee to claim.",scam,lottery_prize
Your monthly statement for the SBI credit card is ready. View it on the official app or https://www.hdfcbank.com,safe,safe_none
"Aapka recharge Rs 75,000 ka safal raha. Validity 28 din.",safe,safe_none
WINNER! Your mobile number is selected for a Rs 5 Crore prize. Share bank details at https://icici-rewards.top/claim,scam,lottery_prize
"Dear customer you won 12 Lakh in the Amazon anniversary lucky draw. Deposit refundable Rs 9,850 at winner.claim@paytm.",scam,lottery_prize
Emergency cash loan approved! Zero interest first month. Click http://kyc-update-online.loan/form and allow contacts and gallery access.,scam,loan_app
"Your UPI mandate for the SIP of Rs 25,000 will be debited on the 5th. No action needed.",safe,safe_none
"Congratulations, your Kotak Bank fixed deposit of Rs 1,20,000 has matured. Visit your branch or netbanking to renew.",safe,safe_none
Axis Bank Security: unusual login detected. Confirm your identity within 24 hours at http://bit.ly/3xKyc9 or the account freezes.,scam,kyc_bank
"Aapne KBC lottery mein 5 Crore jeeta hai! Claim karne ke liye kycsupport@ybl par 48,000 bhejein.",scam,lottery_prize
"Loan recovery: pay Rs 75,000 now or we will send your photo to all your contacts.",scam,loan_app
RBI mandate: all Bank of Baroda customers must re-do KYC before 30 minutes. Failure means permanent block. http://sbi-kyc-verify.info/update,scam,kyc_bank
Warrant issued in your name by Narcotics Control Bureau. Video call verification is mandatory within 2 hours or the arrest team will reach your home.,scam,digital_arrest
"Congratulations, your Axis Bank fixed deposit of Rs 9,850 has matured. Visit your branch or netbanking to renew.",safe,safe_none
Match update: India won by 6 wickets. What a finish!,safe,safe_none
"991562 is your One Time Password for a Amazon Pay transaction of Rs 9,850. Valid for 10 minutes. Never share it.",safe,safe_none
"Amazon Pay: Rs 9,850 paid to Big Bazaar. UPI Ref 4837581. Your balance has been updated.",safe,safe_none
"Your PhonePe autopay for the mobile recharge of Rs 9,850 was successful. Validity extended by 28 days.",safe,safe_none
Your monthly statement for the Bank of Baroda credit card is ready. View it on the official app or https://cybercrime.gov.in,safe,safe_none
"Hi Meera, the Jaipur office visit is confirmed for next Tuesday. Travel desk will share the tickets.",safe,safe_none
"Amazon Pay: Rs 25,000 paid to Apollo Pharmacy. UPI Ref 1791873. Your balance has been updated.",safe,safe_none
"Congratulations Sunita, your leave request has been approved by your manager.",safe,safe_none
Your test results from the Kochi lab are ready. Collect them from the reception or download from the portal.,safe,safe_none
Your SBI account KYC has expired. Click https://axisbank.verify-account.click/login and submit details to avoid deactivation.,scam,kyc_bank
Your Netflix subscription renews on 14 Sep for Rs 649. Manage your plan in the app.,safe,safe_none
"Ramesh here from Reliance Fresh support. Your replacement request 2844430 is approved, pickup is scheduled tomorrow.",safe,safe_none
Your HDFC Bank account KYC has expired. Click http://192.168.44.10/netbanking and submit details to avoid deactivation.,scam,kyc_bank
Microsoft alert: your computer is infected with 5 viruses. Call our toll free number now for immediate removal.,scam,tech_support
"Hi Meera, the Nagpur office visit is confirmed for next Tuesday. Travel desk will share the tickets.",safe,safe_none
Croma sale starts Friday. Up to 40% off in store. No coupon or advance payment required.,safe,safe_none
"Sunita here from Big Bazaar support. Your replacement request 6545761 is approved, pickup is scheduled tomorrow.",safe,safe_none
"Congratulations Arjun, your leave request has been approved by your manager.",safe,safe_none
Your test results from the Bhopal lab are ready. Collect them from the reception or download from the portal.,safe,safe_none
"Urgent: the flood relief fund needs your help. Donate Rs 1,20,000 to kycsupport@ybl and save lives today.",scam,charity_donation
"Dear customer you won 50 Lakh in the Amazon anniversary lucky draw. Deposit refundable Rs 9,850 at winner.claim@paytm.",scam,lottery_prize
"Join our VIP trading group. Yesterday members made 4 lakh profit. Guaranteed daily returns, zero risk. Deposit minimum 10000.",scam,job_investment
"We are from Narcotics Control Bureau. To prove your money is clean, deposit it in this safe government account rbi.verify@okicici. It will be returned in 2 hours.",scam,digital_arrest
Invest in our IPO pre-listing shares and get assured 5x returns. Send funds to refund.helpdesk@okaxis before 1 hour.,scam,job_investment
"Your policy premium of Rs 9,850 has been received. The policy remains active. Thank you.",safe,safe_none
URGENT: Axis Bank netbanking suspended. Re-verify your PAN and Aadhaar now: https://paytm-kyc.tk/verify,scam,kyc_bank
"Dear customer, your SBI cheque book request 5947345 has been dispatched to your registered address in Lucknow.",safe,safe_none
Your order from Apollo Pharmacy is packed and will be delivered to your Kochi address tomorrow.,safe,safe_none
"Your parcel is held at customs due to an incomplete address. Pay Rs 75,000 clearance fee here http://kyc-update-online.loan/form",scam,delivery_parcel
"Your Google Pay autopay for the mobile recharge of Rs 48,000 was successful. Validity extended by 28 days.",safe,safe_none
"OLX buyer here, I am an army officer, I have sent Rs 9,850. Scan this QR code to receive the money.",scam,upi_collect
"Your parcel is held at customs due to an incomplete address. Pay Rs 48,000 clearance fee here http://rbi-refund.online/claim",scam,delivery_parcel
Your HDFC Bank account KYC has expired. Click http://rbi-refund.online/claim and submit details to avoid deactivation.,scam,kyc_bank
"OLX buyer here, I am an army officer, I have sent Rs 48,000. Scan this QR code to receive the money.",scam,upi_collect
Interview scheduled for Monday 11 AM at our Noida office. Please bring two copies of your resume. No fee is charged at any stage.,safe,safe_none
"Hi Sunita, the Nagpur office visit is confirmed for next Tuesday. Travel desk will share the tickets.",safe,safe_none
"Instant loan Rs 48,000 approved without documents! Download our app from http://192.168.44.10/netbanking and get money in 5 minutes.",scam,loan_app
"591408 is your One Time Password for a PhonePe transaction of Rs 9,850. Valid for 10 minutes. Never share it.",safe,safe_none
"Hi, I am HR from a top company. We have a data entry vacancy, salary 35000 per month. Pay Rs 75,000 security deposit to confirm.",scam,job_investment
Your test results from the Jaipur lab are ready. Collect them from the reception or download from the portal.,safe,safe_none
"Part time task job: complete 20 hotel ratings daily and earn Rs 75,000 weekly. Join the telegram group now.",scam,job_investment
"Bank of Baroda: Rs 48,000 has been credited to your account by NEFT from Sunita. Ref 4060210.",safe,safe_none
"You are the lucky winner of 5 Crore from the Flipkart Big Billion Draw. Pay GST Rs 9,850 to release the amount.",scam,lottery_prize
Verification pending. Reply with the OTP received from SBI to confirm you are the account holder.,scam,otp_phishing
"Kavita here from More Supermarket support. Your replacement request 8977747 is approved, pickup is scheduled tomorrow.",safe,safe_none
Your monthly statement for the Kotak Bank credit card is ready. View it on the official app or https://www.icicibank.com,safe,safe_none
"Bina document ke loan chahiye? Turant 3,499 paayein. App download karein http://kyc-update-online.loan/form",scam,loan_app
Your ICICI Bank debit card ending 7712 has been dispatched and will reach you in 5 working days.,safe,safe_none
"Electricity bill refund of Rs 2,500 pending. Accept the collect request from taskpay01@upi using PIN.",scam,upi_collect
"Thank you for your donation of Rs 1,000. Your 80G receipt has been emailed to you.",safe,safe_none
"Congratulations, your Canara Bank fixed deposit of Rs 1,20,000 has matured. Visit your branch or netbanking to renew.",safe,safe_none
To complete your KYC please share the OTP and your debit card CVV with our executive on this call.,scam,otp_phishing
Final reminder from Canara Bank. Account dormant hone se bachane ke liye https://icici-rewards.top/claim par details bharein.,scam,kyc_bank
"Aapka courier customs mein ruka hai. Rs 9,850 duty rbi.verify@okicici par bhejein warna wapas chala jayega.",scam,delivery_parcel
Your monthly statement for the Kotak Bank credit card is ready. View it on the official app or https://www.onlinesbi.sbi,safe,safe_none
Your order from More Supermarket is packed and will be delivered to your Pune address tomorrow.,safe,safe_none
Doctor said the reports are normal. Nothing to worry about. Will call you in the evening.,safe,safe_none
"I have transferred my inheritance to your name. Send Rs 25,000 legal fee to taskpay01@upi to complete the transfer.",scam,romance_matrimonial
"Dear customer, we have detected your Aadhaar is not linked. Share your Aadhaar number and OTP to link it before midnight.",scam,kyc_bank
Your Amazon order 402-3399 has been shipped and will arrive by Friday. Track at https://www.irctc.co.in,safe,safe_none
"Ghar baithe kaam karein, roz 3000 rupaye kamayein. Sirf mobile chahiye. Registration fees 9,850 only.",scam,job_investment
"671130 is your One Time Password for a Paytm transaction of Rs 25,000. Valid for 10 minutes. Never share it.",safe,safe_none
"Stock tips group: aaj hi join karein, 3 din mein paisa double. Guaranteed profit, no loss. Fees Rs 25,000.",scam,job_investment
Your Bank of Baroda account statement for August is attached in the secure inbox at https://www.hdfcbank.com,safe,safe_none
"Sir aapke Aadhaar se ek SIM card mila hai jo money laundering mein use hua. Yeh CBI ki investigation hai, kisi ko mat batana.",scam,digital_arrest
"Sir main army mein hoon, transfer ho gaya hai isliye fridge bech raha hoon. Maine paise bhej diye hain, QR scan karke PIN daaliye.",scam,upi_collect
"Congratulations, your resume is shortlisted for Amazon work from home. Pay refundable registration 25,000 at rbi.verify@okicici.",scam,job_investment
489783 is the verification code for your Amazon Pay account. This code is only for you. We will never call to ask for it.,safe,safe_none
"Kavita, the plumber is coming at 6 PM. Please keep the main door open.",safe,safe_none
"You have won Rs 25,00,000 in the KBC Sony Lucky Draw. Your lucky number is 8547. Contact Mr. Rana on WhatsApp to claim your prize.",scam,lottery_prize
"Your Google Pay autopay for the mobile recharge of Rs 3,499 was successful. Validity extended by 28 days.",safe,safe_none
"Farhan here from Reliance Fresh support. Your replacement request 1059074 is approved, pickup is scheduled tomorrow.",safe,safe_none
Your OTP for login is 882089. Do not share this OTP with anyone. - HDFC Bank,safe,safe_none
Verification pending. Reply with the OTP received from ICICI Bank to confirm you are the account holder.,scam,otp_phishing
"Paytm customer care: aapko jo OTP aaya hai woh humein batayein, tabhi refund process hoga.",scam,otp_phishing
"Hi Kavita, the Kochi office visit is confirmed for next Tuesday. Travel desk will share the tickets.",safe,safe_none
"Rs 2,000 debited from A/c XX1123 on 05-09-26 towards UPI to swiggy@icici. Ref 552389.",safe,safe_none
ICICI Bank branch in Indore will remain closed on Saturday for the regional holiday. ATMs will work as usual.,safe,safe_none
"Hello, I am calling from the HDFC card division. Your reward points of 8500 are expiring. Please tell me the OTP received to redeem them.",scam,otp_phishing
Reliance Fresh sale starts Friday. Up to 40% off in store. No coupon or advance payment required.,safe,safe_none
Library reminder: the book you borrowed is due for return on 14 September.,safe,safe_none
"Congratulations, your PNB fixed deposit of Rs 25,000 has matured. Visit your branch or netbanking to renew.",safe,safe_none
"Badhai ho! Aapka number lottery mein select hua hai. Inaam 5 Crore. WhatsApp karein aur 48,000 fees bharein.",scam,lottery_prize
"Your policy premium of Rs 48,000 has been received. The policy remains active. Thank you.",safe,safe_none
"Mummy, main office se nikal gaya hoon, ghar aane mein 40 minute lagenge.",safe,safe_none
"Aapka recharge Rs 48,000 ka safal raha. Validity 28 din.",safe,safe_none
"Hi, this is Arjun from the Nagpur showroom. Your car service is complete, you can pick it up anytime today.",safe,safe_none
"You have a collect request of Rs 2,500 from taskpay01@upi. Enter your UPI PIN to receive your refund.",scam,upi_collect
"Your parcel is held at customs due to an incomplete address. Pay Rs 9,850 clearance fee here https://icici-rewards.top/claim",scam,delivery_parcel
Aapka OTP 442198 hai. Kisi ke saath share na karein. Bank kabhi OTP nahi maangta.,safe,safe_none
"Your loan is sanctioned. To release funds pay an insurance charge of Rs 48,000 to refund.helpdesk@okaxis today only.",scam,loan_app
"You have a collect request of Rs 48,000 from taskpay01@upi. Enter your UPI PIN to receive your refund.",scam,upi_collect
"Dear SBI user, your account has been temporarily suspended for security reasons. Verify now at http://sbi-online-verify.info or your funds will be frozen permanently.",scam,kyc_bank
"Google Pay customer care: aapko jo OTP aaya hai woh humein batayein, tabhi refund process hoga.",scam,otp_phishing
"Hi Kavita, sending the meeting notes from today. Let me know if I missed anything.",safe,safe_none
Do not cut the call. This is Inspector Sharma from Mumbai Cyber Crime. Your Aadhaar is used in a 6 crore money laundering case. You are under digital arrest.,scam,digital_arrest
"ICICI Bank: Rs 75,000 has been credited to your account by NEFT from Farhan. Ref 4593468.",safe,safe_none
"Swiggy: your order from Biryani House is out for delivery, arriving in 12 minutes.",safe,safe_none
"Congratulations, your resume is shortlisted for Amazon work from home. Pay refundable registration 48,000 at winner.claim@paytm.",scam,job_investment
"Congratulations, your SBI fixed deposit of Rs 4,999 has matured. Visit your branch or netbanking to renew.",safe,safe_none
This is CBI. A parcel in your name contains illegal items. Do not disconnect this call. Join the Skype video verification now.,scam,digital_arrest
WINNER! Your mobile number is selected for a Rs 50 Lakh prize. Share bank details at http://rbi-refund.online/claim,scam,lottery_prize
"Hi Sunita, the Bhopal office visit is confirmed for next Tuesday. Travel desk will share the tickets.",safe,safe_none
"Priya from Bank of Baroda here, aapka khata band ho jayega. Turant KYC update karein http://192.168.44.10/netbanking",scam,kyc_bank
Your Amazon order is stuck. Confirm card details at http://rbi-refund.online/claim within 1 hour to release the parcel.,scam,delivery_parcel
"You are under digital arrest by Customs Department. Transfer Rs 1,20,000 to the RBI verification account for clearance.",scam,digital_arrest
"Dear winner, your number won a Tata Safari in our anniversary draw. Pay Rs 18,500 RTO charges to take delivery.",scam,lottery_prize
738291 is your OTP for SBI netbanking login. Valid for 5 minutes. SBI never asks for your OTP.,safe,safe_none
"Dear customer, your Kotak Bank cheque book request 4991188 has been dispatched to your registered address in Jaipur.",safe,safe_none
"Stock tips group: aaj hi join karein, 3 din mein paisa double. Guaranteed profit, no loss. Fees Rs 75,000.",scam,job_investment
"Paytm: You paid Rs 9,850 to Kirana Store. UPI Ref 3348219. Thank you.",safe,safe_none
"Bina document ke loan chahiye? Turant 48,000 paayein. App download karein http://bit.ly/3xKyc9",scam,loan_app
Beta ghar kab aa raha hai? Khana bana ke rakha hai.,safe,safe_none
"Your policy premium of Rs 2,500 has been received. The policy remains active. Thank you.",safe,safe_none
"Sir OTP mat batana kisi ko, sirf mujhe bata dijiye kyunki main bank se hi bol raha hoon.",scam,otp_phishing
"Dear Customer, your Axis Bank account will be blocked within 30 minutes due to incomplete KYC. Update immediately at http://sbi-kyc-verify.info/update",scam,kyc_bank
"My love, I am stuck at Delhi airport, customs is asking Rs 4,999. Please transfer to refund.helpdesk@okaxis, I will return it.",scam,romance_matrimonial
"Your account has been credited with 1500 as task reward. To withdraw, first recharge 8000 to upgrade to VIP2 level.",scam,job_investment
Your PNB account statement for August is attached in the secure inbox at https://www.hdfcbank.com,safe,safe_none
"Aapne KBC lottery mein 12 Lakh jeeta hai! Claim karne ke liye rbi.verify@okicici par 25,000 bhejein.",scam,lottery_prize
School notice: parent teacher meeting on Saturday 10 AM. Kindly attend.,safe,safe_none
"Congratulations, your resume is shortlisted for Amazon work from home. Pay refundable registration 3,499 at rbi.verify@okicici.",scam,job_investment
"To receive your cashback of Rs 2,500 scan the QR and enter your UPI PIN now.",scam,upi_collect
"Hello dear, I am a doctor working in the UK. I want to send you a gift parcel, just pay the customs fee of Rs 9,850.",scam,romance_matrimonial
"This is Microsoft technical support. Your PC IP address is compromised and hackers are stealing your bank data. Do not switch off, call us now.",scam,tech_support
"HDFC Bank: Rs 75,000 has been credited to your account by NEFT from Arjun. Ref 2332906.",safe,safe_none
"Your policy premium of Rs 3,499 has been received. The policy remains active. Thank you.",safe,safe_none
Aapka ICICI Bank account KYC pending hai. Jaldi karein warna paisa block ho jayega. Link: https://icici-rewards.top/claim,scam,kyc_bank
"Your loan is sanctioned. To release funds pay an insurance charge of Rs 48,000 to kycsupport@ybl today only.",scam,loan_app
Emergency cash loan approved! Zero interest first month. Click http://sbi-kyc-verify.info/update and allow contacts and gallery access.,scam,loan_app
123371 is the verification code for your PhonePe account. This code is only for you. We will never call to ask for it.,safe,safe_none
"To receive your cashback of Rs 48,000 scan the QR and enter your UPI PIN now.",scam,upi_collect
PM Relief Fund special drive. Send a donation to winner.claim@paytm and get a 100% tax exemption certificate instantly.,scam,charity_donation
"Pre-approved personal loan of Rs 1,20,000. No CIBIL check. Pay Rs 999 processing fee at taskpay01@upi to disburse.",scam,loan_app
"Double your money in 15 days with our trading bot. Minimum investment Rs 2,500. 100% safe, no risk.",scam,job_investment
"Your Axis Bank A/c XX8834 is credited with Rs 75,000 salary on 01-09. Available balance Rs 62,410.",safe,safe_none
"NGO temple donation drive, transfer to rbi.verify@okicici. Your name will be announced in the prayer in today 6 PM.",scam,charity_donation
Your appointment with Dr. Sharma is confirmed for Tuesday 11:00 AM at the clinic.,safe,safe_none
RBI mandate: all Axis Bank customers must re-do KYC before today 6 PM. Failure means permanent block. https://hdfc-secure-login.xyz/auth,scam,kyc_bank
"Sir aapke Aadhaar se ek SIM card mila hai jo money laundering mein use hua. Yeh Customs Department ki investigation hai, kisi ko mat batana.",scam,digital_arrest
"Dear user your Google Pay KYC is incomplete, wallet will be closed in 1 hour. Complete KYC https://hdfc-secure-login.xyz/auth",scam,kyc_bank
Your monthly statement for the HDFC Bank credit card is ready. View it on the official app or https://www.irctc.co.in,safe,safe_none
"Refund of Rs 3,499 for your cancelled order is ready. Approve the PhonePe request and enter PIN to credit the amount.",scam,upi_collect
Your order from Croma is packed and will be delivered to your Kochi address tomorrow.,safe,safe_none
"Dear Customer, your Kotak Bank account will be blocked within 30 minutes due to incomplete KYC. Update immediately at http://kyc-update-online.loan/form",scam,kyc_bank
Bank of Baroda Security: unusual login detected. Confirm your identity within 30 minutes at http://tinyurl.com/kyc-updt or the account freezes.,scam,kyc_bank
"Antivirus subscription auto renewed for Rs 4,999. To cancel, call us and install our refund tool.",scam,tech_support
"Hum PNB se hain, aapke account mein galat paisa aa gaya hai. OTP share kijiye taaki wapas ho sake.",scam,otp_phishing
"Guaranteed 200% return in 30 days! Invest Rs 9,850 in our crypto plan today. Limited slots.",scam,job_investment
Sir yeh CBI ka official notice hai. Aapko 24 ghante tak camera ke saamne rehna hoga. Kisi ko batayenge to case badh jayega.,scam,digital_arrest
"Dear customer, to stop the unauthorised transaction of Rs 49,999 reply with the OTP sent to your registered mobile.",scam,otp_phishing
"Bina document ke loan chahiye? Turant 3,499 paayein. App download karein https://hdfc-secure-login.xyz/auth",scam,loan_app
Get an instant loan up to 5 lakh without documents. Just download the RupeeFast app and allow permissions. Money in 10 minutes.,scam,loan_app
"Your UPI mandate for the SIP of Rs 4,999 will be debited on the 5th. No action needed.",safe,safe_none
850035 is the verification code for your PhonePe account. This code is only for you. We will never call to ask for it.,safe,safe_none
"Sunita, the plumber is coming at 6 PM. Please keep the main door open.",safe,safe_none
"Dear customer, your HDFC Bank cheque book request 7281000 has been dispatched to your registered address in Kochi.",safe,safe_none
"947502 is your One Time Password for a PhonePe transaction of Rs 3,499. Valid for 10 minutes. Never share it.",safe,safe_none
"Pre-approved personal loan of Rs 4,999. No CIBIL check. Pay Rs 999 processing fee at winner.claim@paytm to disburse.",scam,loan_app
"Team, the project review meeting is moved to 3 PM tomorrow in conference room 2.",safe,safe_none
"Stock tips group: aaj hi join karein, 3 din mein paisa double. Guaranteed profit, no loss. Fees Rs 1,20,000.",scam,job_investment
ALERT SBI: Debit card will be deactivated in 30 minutes. Verify card number and CVV here http://kyc-update-online.loan/form,scam,kyc_bank
"A collect request of Rs 24,999 has been received. Enter your UPI PIN in the next 5 minutes to receive the amount in your account.",scam,upi_collect
"Hi, this is Farhan from the Indore showroom. Your car service is complete, you can pick it up anytime today.",safe,safe_none
Cafe Coffee Day loyalty: you earned 120 points on your last visit. Points never expire and no payment is needed to claim them.,safe,safe_none
Your verified account has won a free gift worth Rs 50 Lakh. Claim now http://bit.ly/3xKyc9 before it expires in 2 hours.,scam,lottery_prize
"You have not repaid the loan. We will call all your contacts and share your photos unless you pay Rs 12,000 now.",scam,loan_app
"Hi, this is Meera from the Jaipur showroom. Your car service is complete, you can pick it up anytime today.",safe,safe_none
"Ramesh here from Croma support. Your replacement request 3040043 is approved, pickup is scheduled tomorrow.",safe,safe_none
"Instant loan Rs 2,500 approved without documents! Download our app from https://paytm-kyc.tk/verify and get money in 5 minutes.",scam,loan_app
"Hi Arjun, the Bhopal office visit is confirmed for next Tuesday. Travel desk will share the tickets.",safe,safe_none
Final reminder from PNB. Account dormant hone se bachane ke liye http://192.168.44.10/netbanking par details bharein.,scam,kyc_bank
"Meera, the plumber is coming at 6 PM. Please keep the main door open.",safe,safe_none
"Antivirus subscription auto renewed for Rs 2,500. To cancel, call us and install our refund tool.",scam,tech_support
"Your SIP of Rs 5,000 in the index fund has been processed for this month.",safe,safe_none
"Google Pay: You paid Rs 75,000 to Kirana Store. UPI Ref 3348219. Thank you.",safe,safe_none
Your Amazon order 402-3399 has been shipped and will arrive by Friday. Track at https://www.icicibank.com,safe,safe_none
Reminder from the Bhopal municipal office: property tax can be paid online until 31st on the official portal.,safe,safe_none
"Your PhonePe autopay for the mobile recharge of Rs 48,000 was successful. Validity extended by 28 days.",safe,safe_none
URGENT HIRING: Earn 2000-5000 daily from home. Only need a mobile phone. No target no boss. WhatsApp us to start.,scam,job_investment
"Your loan is sanctioned. To release funds pay an insurance charge of Rs 3,499 to rbi.verify@okicici today only.",scam,loan_app
"Dear Customer, Rs 48,000 debited from your HDFC Bank A/c XX4521 on 12-08 to VPA grocerystore@okhdfc. Not you? Call the number on your card.",safe,safe_none
"My love, I am stuck at Delhi airport, customs is asking Rs 2,500. Please transfer to winner.claim@paytm, I will return it.",scam,romance_matrimonial
"Congratulations! You have won Rs 5 Crore in the Amazon Pay Lucky Draw. Send Rs 4,999 processing fee to claim.",scam,lottery_prize
"Congratulations, your ICICI Bank fixed deposit of Rs 48,000 has matured. Visit your branch or netbanking to renew.",safe,safe_none
"Hi Deepak, sending the meeting notes from today. Let me know if I missed anything.",safe,safe_none
"Bank of Baroda: Rs 25,000 has been credited to your account by NEFT from Arjun. Ref 4876461.",safe,safe_none
Your Kotak Bank debit card ending 7712 has been dispatched and will reach you in 5 working days.,safe,safe_none
Your Amazon order 402-3399 has been shipped and will arrive by Friday. Track at https://www.hdfcbank.com,safe,safe_none
FedEx: your package contains prohibited items. Call our officer immediately or legal action will follow.,scam,delivery_parcel
"Send us the OTP and UPI PIN to activate your cashback of Rs 9,850.",scam,otp_phishing
"Your Windows license has expired. Allow remote access via AnyDesk so our engineer can fix it. Fee Rs 4,999.",scam,tech_support
"Hi dear, I saw your profile on the matrimony app. I am an NRI engineer in London. I want to send you a gift, please pay the customs fee of Rs 45,000.",scam,romance_matrimonial
Your verified account has won a free gift worth Rs 25 Lakh. Claim now https://hdfc-secure-login.xyz/auth before it expires in 24 hours.,scam,lottery_prize
"Dear Customer, your Canara Bank account will be blocked within today 6 PM due to incomplete KYC. Update immediately at http://kyc-update-online.loan/form",scam,kyc_bank
Your monthly statement for the Axis Bank credit card is ready. View it on the official app or https://www.hdfcbank.com,safe,safe_none
PM Relief Fund special drive. Send a donation to rbi.verify@okicici and get a 100% tax exemption certificate instantly.,scam,charity_donation
"Guaranteed 200% return in 30 days! Invest Rs 4,999 in our crypto plan today. Limited slots.",scam,job_investment
"Pre-approved personal loan of Rs 3,499. No CIBIL check. Pay Rs 999 processing fee at winner.claim@paytm to disburse.",scam,loan_app
